Total Electricity Consumption (A),Total Fuel Consumption (B),Energy Consumption Through Other Sources (C),Total Energy Consumption (A+B+C),Total Renewable Energy Consumption,Total Non-Renewable Energy Consumption,Energy Intensity,File Name,ATTACHMENT_x,ATTACHMENT_y
2523514.68,497686.1,,,,,,HDFC_Bank_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HDFCBANK_18072024185316_Intimation_AR.pdf
54087.0,2474.0,,,,,1.0,HDFC_Life_Insurance_Company_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/PRASAD_05092024222450_BRSR24.pdf
142545.01,538.38,0.0,,,,0.089,Healthcare_Global_Enterprises_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HCG1_30082024174446_HCGBRSR2024.pdf
1341646.0,623304.0,,14310.0,,,28.9,HEG_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HEG_28062024200948_HEGLimitedBRSR.pdf
845843.0,8778659.0,,,,,3.57,HeidelbergCement_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HEIDELBERG_03092024162238_BRSRSELetter.pdf
,,,,,,1.0,Hemisphere_Properties_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HEMIPROP_04092024122808_BRSR_intimation.pdf
58706298000.0,31099296758.0,0.0,,,,2656657.85,Heranba_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HERANBA_20082024190415_BRSR_2024.pdf
1.830258,0.0606888,,1.8909468,,,1.0,Hercules_Hoists_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/herculeshoists_18072024145040_BRSR2024.pdf
165052.52,3317.81,0.0,,,,0.0003198,Heritage_Foods_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HERITGFOOD_25072024153109_BRSR_FY24.pdf
413419.0,356305.0,0.0,,,,0.151,Hero_MotoCorp_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HEROMOTO_19072024201848_StxintimationBRSR19072024.pdf
42.3,19.34,,,,,2.0,HESTER_BIOSCIENCES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HESTERBIO_26072024164414_20240331BRSRFY24_.pdf
40.0,53485.0,,,,,12407.0,Heubach_Colorants_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CLNINDIA_31082024234928_SEUPLOAD31082024.pdf
0.0,0.0,0.0,0.0,,,0.0,HEXA_TRADEX_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HEXATRADEX_25072024160709_BRSRSE2024.pdf
110561.0,6194.0,0.0,0.0,,,0.44,HFCL_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/AHMED_05092024213927_HFCL_STX_BRSR.pdf
56560.0,76365.0,,,,,79.67,HI-TECH_PIPES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HITECH_29082024222057_Intimation_BRSR_FY24.pdf
294036.22,249390.66,0.0,,,,131.61,Hikal_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HIKAL_21082024145027_SubmissionOFBRSR2024.pdf
255584.3,221314.06,,,,,0.001,HIL_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HIL_04072024190350_HILBRSRdt31032024signed.pdf
340676.18,52542.23,,,,,0.812,Himadri_Speciality_Chemical_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HSCL_18072024141723_BRSR2024.pdf
453674361878.0,2001745571859.0,0.0,,,,101.9404550739,Himatsingka_Seide_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HIMATSEIDE_05092024221612_BRSR_for_Uploading.pdf
,,,,,,1.0,HINDALCO_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HINDALCO_29072024213210_Reg34_BRSR_Signed.pdf
9541621.0,351.0,,9541972.0,,,0.0006,HINDUJA_GLOBAL_SOLUTIONS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HGSN_03092024183437_SEBRSR.pdf
451604.0,415831.0,,,,,6.0,HINDUSTAN_AERONAUTICS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HAL_02082024141509_BRSR_2024_signed.pdf
137750.52,39287.6,137750.52,,,,1.0,Hindustan_Construction_Company_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HCC_26092024171743_BRSR_Exchange.pdf
500719.0,188922.0,,,,,1.0,HINDUSTAN_COPPER_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HINDCOPPERMKD_02092024153909_LettertoBSENSEBRSR2023242Sept2024.pdf
84428.0,27009.0,100.0,100.0,,,18.6,Hindustan_Foods_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/8237622664_28082024133423_BRSR.pdf
36873.45,53606.34,3456.23,,,,0.0997,Hindustan_Oil_Exploration_Company_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HINDOILEXPCS_04092024174327_BRSRintimation_.pdf
5326354.0,57932301.0,,,,,2.84,hindustan_petroleum_corporation_limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HINDPETRO1_27072024225552_BRSR2024uploaddigitallySigned.pdf
1186957.0,154980.0,,3570604.0,,,1.19,Hindustan_Unilever_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HINDUNILVR_27062024112811_HULBRSR202324Signed.pdf
2855102.0,44489600.0,1019201.0,,,,47.63,Hindustan_Zinc_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HINDZINCNSE_02072024133636_SEIntimationBRSR02072024.pdf
1348.34,72.13,,,,,71.53,Hindware_Home_Innovation_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/SHIL_06082024160552_HHIL_BRSR_06082024.pdf
,49821.0,0.0,,,,75.52,Hitachi_Energy_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HitachiEnergy_22072024213725_BRSR.pdf
64627.67,39857.32,,,,,48.45,HLE_Glascoat_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HLEGLASCOAT_04092024185650_522215HLEGLAS_BRSRsd.pdf
86275.45,1.0,,,,,4.3e-05,HMA_AGRO_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HMA_03092024161649_BRSRReportFY202324.pdf
19080151000.0,11001600.0,,,,,1.0,HMT_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HMT_30102024195436_BRSR.pdf
869565.19,,,,,,696.21,Home_First_Finance_Company_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HOMEFIRST_29052024171213_BRSRforUploading.pdf
4843.56,0.0,,,,,4.927785e-05,Honasa_Consumer_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HONASA16_05082024163657_BRSR_2023_2024.pdf
9750.0,36717.0,,,,,0.22,Honda_India_Power_Products_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HONDAPOWER_08082024170620_BRSRFINAL.pdf
25715031300000.0,5143067250000.0,,,,,829.73,Honeywell_Automation_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HONAUT_15072024182650_SEBRSR05082024.pdf
